Year,Units,Zeitreihe,Art der Empfänger/Bereitsteller,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2022,Kumulierte Anzahl,SMTA empfangen von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4.0
2023,Kumulierte Anzahl,SMTA empfangen von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4.0
2024,Kumulierte Anzahl,SMTA empfangen von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5.0
2025,Kumulierte Anzahl,SMTA empfangen von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5.0
2026,Kumulierte Anzahl,SMTA empfangen von Deutschland,Andere,p,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5.0
2007,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,
2008,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2009,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2010,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2011,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2012,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2013,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2014,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,1.0
2015,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,3.0
2016,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5.0
2017,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,8.0
2018,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,8.0
2019,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,8.0
2020,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,8.0
2021,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,9.0
2022,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,9.0
2023,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,11.0
2024,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,13.0
2025,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,13.0
2026,Kumulierte Anzahl,SMTA empfangen von Deutschland,Universität,p,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,13.0
2007,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,2.0
2008,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,23.0
2009,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,54.0
2010,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,84.0
2011,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,382.0
2012,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,1299.0
2013,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,2107.0
2014,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,2843.0
2015,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,3604.0
2016,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4214.0
2017,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4328.0
2018,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4441.0
2019,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4575.0
2020,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4678.0
2021,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4800.0
2022,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4877.0
2023,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4918.0
2024,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4932.0
2025,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4935.0
2026,Kumulierte Anzahl,SMTA empfangen von Deutschland,Einzelperson,p,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4935.0
2007,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,
2008,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2009,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2010,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2011,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2012,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2013,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2014,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2015,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2016,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2017,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2018,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2019,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2020,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2021,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,226.0
2022,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,706.0
2023,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,2396.0
2024,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4291.0
2025,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5655.0
2026,Kumulierte Anzahl,SMTA empfangen von Deutschland,INCREASE-Projekt,p,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5758.0
2007,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,33.0
2008,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,386.0
2009,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,851.0
2010,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,1411.0
2011,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,2305.0
2012,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,2617.0
2013,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,2927.0
2014,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,3244.0
2015,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,3703.0
2016,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4140.0
2017,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4408.0
2018,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4681.0
2019,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4900.0
2020,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5169.0
2021,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5480.0
2022,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5757.0
2023,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5884.0
2024,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5901.0
2025,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5901.0
2026,Kumulierte Anzahl,SMTA empfangen von Deutschland,Unbekannt,p,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5901.0
2007,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,42.0
2008,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,591.0
2009,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,1295.0
2010,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,2132.0
2011,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,3566.0
2012,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5022.0
2013,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,6314.0
2014,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,7675.0
2015,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,9241.0
2016,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,10567.0
2017,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,11135.0
2018,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,11709.0
2019,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,12296.0
2020,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,12812.0
2021,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,13415.0
2022,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,13908.0
2023,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,14176.0
2024,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,14332.0
2025,Kumulierte Anzahl,SMTA gesendet von Deutschland,,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,14490.0
2026,Kumulierte Anzahl,SMTA gesendet von Deutschland,,p,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,14610.0
2007,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,
2008,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2009,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2010,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2011,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2012,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2013,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2014,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2015,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2016,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2017,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2018,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2019,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2020,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2021,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2022,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2023,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2024,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2025,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,1.0
2026,Kumulierte Anzahl,SMTA gesendet von Deutschland,Kommerzielles Unternehmen,p,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4.0
2007,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,42.0
2008,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,591.0
2009,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,1295.0
2010,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,2132.0
2011,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,3566.0
2012,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,5022.0
2013,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,6314.0
2014,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,7675.0
2015,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,9241.0
2016,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,10560.0
2017,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,11126.0
2018,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,11685.0
2019,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,12256.0
2020,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,12761.0
2021,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,13364.0
2022,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,13850.0
2023,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,14100.0
2024,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,14100.0
2025,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,14100.0
2026,Kumulierte Anzahl,SMTA gesendet von Deutschland,Genbank,p,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,14100.0
2007,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,
2008,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2009,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2010,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2011,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2012,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2013,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2014,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2015,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2016,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,3.0
2017,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,3.0
2018,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,18.0
2019,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,34.0
2020,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,44.0
2021,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,44.0
2022,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,44.0
2023,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,44.0
2024,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,44.0
2025,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,44.0
2026,Kumulierte Anzahl,SMTA gesendet von Deutschland,Nationales Agrarforschungszentrum,p,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,44.0
2007,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,
2008,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2009,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2010,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2011,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2012,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2013,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2014,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2015,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,‒,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,0.0
2016,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,4.0
2017,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,6.0
2018,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,6.0
2019,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,6.0
2020,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,6.0
2021,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,6.0
2022,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,6.0
2023,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,6.0
2024,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,6.0
2025,Kumulierte Anzahl,SMTA gesendet von Deutschland,Andere,,,,5) Anzahl der standardisierten Materialübertragungs-vereinbarungen,6.0
